"","Drug","log2MIC","Gene","log2FC"
"2224","PAS",1,"gene40",1.512725124
"2225","PAS",2,"gene40",2.016738283
"2226","PAS",3,"gene40",0.493096317
"2227","Line",-3,"gene40",-0.845448441
"2228","Line",-2,"gene40",-2.097841541
"2229","Line",-1,"gene40",-1.765166232
"2230","Line",0,"gene40",-1.320855394
"2231","Line",1,"gene40",-2.345400331
"2232","Line",2,"gene40",-2.537132021
"2233","Line",3,"gene40",-1.682844126
"2234","Rif",-3,"gene40",-0.087994994
"2235","Rif",-2,"gene40",0.034394903
"2236","Rif",-1,"gene40",-0.575464152
"2237","Rif",0,"gene40",-1.741560395
"2238","Rif",1,"gene40",-2.279198815
"2239","Rif",2,"gene40",-2.704157061
"2240","Rif",3,"gene40",-3.697085765
"2241","Ethi",-3,"gene41",-0.284668666
"2242","Ethi",-2,"gene41",-0.568996699
"2243","Ethi",-1,"gene41",0.472140003
"2244","Ethi",0,"gene41",0.009534216
"2245","Ethi",1,"gene41",-0.319972782
"2246","Ethi",2,"gene41",-1.892414104
"2247","Ethi",3,"gene41",-1.887133996
"2248","KasA",-3,"gene41",-0.304194779
"2249","KasA",-2,"gene41",0.064088352
"2250","KasA",-1,"gene41",-0.459938679
"2251","KasA",0,"gene41",-1.245007157
"2252","KasA",1,"gene41",-1.53107081
"2253","KasA",2,"gene41",-2.319647431
"2254","KasA",3,"gene41",-3.482795612
"2255","Etha",-3,"gene41",0.435872212
"2256","Etha",-2,"gene41",0.145212273
"2257","Etha",-1,"gene41",0.615262421
"2258","Etha",0,"gene41",0.176119725
"2259","Etha",1,"gene41",-0.556631528
"2260","Etha",2,"gene41",-1.390752765
"2261","Etha",3,"gene41",-1.405025489
"2262","Cipro",-3,"gene41",0.231040587
"2263","Cipro",-2,"gene41",0.722456637
"2264","Cipro",-1,"gene41",0.732078122
"2265","Cipro",0,"gene41",1.230380566
"2266","Cipro",1,"gene41",1.163227947
"2267","Cipro",2,"gene41",1.029749451
"2268","Cipro",3,"gene41",-2.328240963
"2269","Levo",-3,"gene41",-0.416274646
"2270","Levo",-2,"gene41",0.764449625
"2271","Levo",-1,"gene41",0.921092474
"2272","Levo",0,"gene41",-0.165376701
"2273","Levo",1,"gene41",-2.66316143
"2274","Levo",2,"gene41",-2.485928835
"2275","Levo",3,"gene41",-4.569637398
"2276","PAS",-3,"gene41",0.467818425
"2277","PAS",-2,"gene41",0.86810244
"2278","PAS",-1,"gene41",0.52653558
"2279","PAS",0,"gene41",0.703878543
"2280","PAS",1,"gene41",0.918718486
"2281","PAS",2,"gene41",0.85842625
"2282","PAS",3,"gene41",0.031929979
"2283","Line",-3,"gene41",-0.98573576
"2284","Line",-2,"gene41",-2.042884777
"2285","Line",-1,"gene41",-1.953759114
"2286","Line",0,"gene41",-1.800586497
"2287","Line",1,"gene41",-2.795288401
"2288","Line",2,"gene41",-2.468611717
"2289","Line",3,"gene41",-1.805305303
"2290","Rif",-3,"gene41",-0.386354144
"2291","Rif",-2,"gene41",-0.411049731
"2292","Rif",-1,"gene41",-1.048180942
"2293","Rif",0,"gene41",-2.458523877
"2294","Rif",1,"gene41",-2.772421643
"2295","Rif",2,"gene41",-2.942483507
"2296","Rif",3,"gene41",-3.671843635
"2297","Ethi",-3,"gene42",-0.252423257
"2298","Ethi",-2,"gene42",-0.274016635
"2299","Ethi",-1,"gene42",0.357700358
"2300","Ethi",0,"gene42",0.208498373
"2301","Ethi",1,"gene42",-0.3007675
"2302","Ethi",2,"gene42",-1.383184812
"2303","Ethi",3,"gene42",-0.793719878
"2304","KasA",-3,"gene42",-0.114234733
"2305","KasA",-2,"gene42",0.121348436
"2306","KasA",-1,"gene42",-0.341417
"2307","KasA",0,"gene42",-1.324781151
"2308","KasA",1,"gene42",-2.22858119
"2309","KasA",2,"gene42",-1.978780047
"2310","KasA",3,"gene42",-2.451221009
"2311","Etha",-3,"gene42",0.649184521
"2312","Etha",-2,"gene42",0.890916472
"2313","Etha",-1,"gene42",2.122527792
"2314","Etha",0,"gene42",0.683634327
"2315","Etha",1,"gene42",-0.19156958
"2316","Etha",2,"gene42",-1.022160717
"2317","Etha",3,"gene42",-0.726161087
"2318","Cipro",-3,"gene42",0.152886654
"2319","Cipro",-2,"gene42",0.743624893
"2320","Cipro",-1,"gene42",0.758684937
"2321","Cipro",0,"gene42",1.157965454
"2322","Cipro",1,"gene42",1.508195514
"2323","Cipro",2,"gene42",3.192316182
"2324","Cipro",3,"gene42",-1.267056134
"2325","Levo",-3,"gene42",0.135369359
"2326","Levo",-2,"gene42",1.160161121
"2327","Levo",-1,"gene42",1.239714297
"2328","Levo",0,"gene42",1.115116273
"2329","Levo",1,"gene42",-1.263034406
"2330","Levo",2,"gene42",-1.389461253
"2331","Levo",3,"gene42",-4.031781843
"2332","PAS",-3,"gene42",0.317520019
"2333","PAS",-2,"gene42",0.663653933
"2334","PAS",-1,"gene42",0.283021728
"2335","PAS",0,"gene42",0.502713346
"2336","PAS",1,"gene42",0.871223972
"2337","PAS",2,"gene42",1.412458457
"2338","PAS",3,"gene42",0.465774034
"2339","Line",-3,"gene42",-0.890693617
"2340","Line",-2,"gene42",-1.647551822
"2341","Line",-1,"gene42",-1.096229667
"2342","Line",0,"gene42",-0.557683335
"2343","Line",1,"gene42",-1.266506932
"2344","Line",2,"gene42",-1.787711
"2345","Line",3,"gene42",-1.492310558
"2346","Rif",-3,"gene42",-0.153161294
"2347","Rif",-2,"gene42",0.183881522
"2348","Rif",-1,"gene42",-0.476577632
"2349","Rif",0,"gene42",-1.541282315
"2350","Rif",1,"gene42",-1.935617459
"2351","Rif",2,"gene42",-2.196326812
"2352","Rif",3,"gene42",-3.189887923
"2353","Ethi",-3,"gene43",-0.346998129
"2354","Ethi",-2,"gene43",-0.551470616
"2355","Ethi",-1,"gene43",0.324364253
"2356","Ethi",0,"gene43",0.099192104
"2357","Ethi",1,"gene43",-0.114388391
"2358","Ethi",2,"gene43",-0.523235222
"2359","Ethi",3,"gene43",-1.308355722
"2360","KasA",-3,"gene43",-0.383034182
"2361","KasA",-2,"gene43",-0.051669152
"2362","KasA",-1,"gene43",-0.550125937
"2363","KasA",0,"gene43",-1.096238213
"2364","KasA",1,"gene43",-1.162622465
"2365","KasA",2,"gene43",-1.435651282
"2366","KasA",3,"gene43",-3.176313919
"2367","Etha",-3,"gene43",0.483378551
"2368","Etha",-2,"gene43",0.682885707
"2369","Etha",-1,"gene43",2.093660367
"2370","Etha",0,"gene43",1.995031847
"2371","Etha",1,"gene43",0.113763652
"2372","Etha",2,"gene43",-0.897443233
"2373","Etha",3,"gene43",-0.642410362
"2374","Cipro",-3,"gene43",0.277838566
"2375","Cipro",-2,"gene43",0.711711361
"2376","Cipro",-1,"gene43",0.844102325
"2377","Cipro",0,"gene43",1.371361921
"2378","Cipro",1,"gene43",1.756986541
"2379","Cipro",2,"gene43",3.064951262
"2380","Cipro",3,"gene43",-1.271210351
"2381","Levo",-3,"gene43",0.071149359
"2382","Levo",-2,"gene43",1.047839137
"2383","Levo",-1,"gene43",1.241948721
"2384","Levo",0,"gene43",1.085617223
"2385","Levo",1,"gene43",-1.956489491
"2386","Levo",2,"gene43",-1.321325232
"2387","Levo",3,"gene43",-3.530262058
"2388","PAS",-3,"gene43",0.491747348
"2389","PAS",-2,"gene43",0.830953434
"2390","PAS",-1,"gene43",0.470830498
"2391","PAS",0,"gene43",0.809269417
"2392","PAS",1,"gene43",1.445005536
"2393","PAS",2,"gene43",2.083768358
"2394","PAS",3,"gene43",0.842941149
"2395","Line",-3,"gene43",-0.915288938
"2396","Line",-2,"gene43",-1.858103592
"2397","Line",-1,"gene43",-1.888227042
"2398","Line",0,"gene43",-1.231359987
"2399","Line",1,"gene43",-2.021088242
"2400","Line",2,"gene43",-1.966887146
"2401","Line",3,"gene43",-1.607084562
"2402","Rif",-3,"gene43",-0.038649184
"2403","Rif",-2,"gene43",0.35465335
"2404","Rif",-1,"gene43",-0.141250037
"2405","Rif",0,"gene43",-0.43022771
"2406","Rif",1,"gene43",-1.106439273
"2407","Rif",2,"gene43",-1.661331962
"2408","Rif",3,"gene43",-2.805736845
"2409","Ethi",-3,"gene44",-0.232692083
"2410","Ethi",-2,"gene44",-0.417240949
"2411","Ethi",-1,"gene44",0.446312886
"2412","Ethi",0,"gene44",0.088941511
"2413","Ethi",1,"gene44",-0.236799478
"2414","Ethi",2,"gene44",-1.740819356
"2415","Ethi",3,"gene44",-1.775422809
"2416","KasA",-3,"gene44",-0.149700644
"2417","KasA",-2,"gene44",0.158166044
"2418","KasA",-1,"gene44",-0.285097576
"2419","KasA",0,"gene44",-0.974530139
"2420","KasA",1,"gene44",-1.19013314
"2421","KasA",2,"gene44",-1.905992341
"2422","KasA",3,"gene44",-3.286104693
"2423","Etha",-3,"gene44",0.5032517
"2424","Etha",-2,"gene44",0.405948082
"2425","Etha",-1,"gene44",0.927138008
"2426","Etha",0,"gene44",0.093508613
"2427","Etha",1,"gene44",-0.419302612
"2428","Etha",2,"gene44",-1.090660493
"2429","Etha",3,"gene44",-1.046636628
"2430","Cipro",-3,"gene44",0.170825442
"2431","Cipro",-2,"gene44",0.725244755
"2432","Cipro",-1,"gene44",0.869110316
"2433","Cipro",0,"gene44",1.14835055
"2434","Cipro",1,"gene44",1.355273243
"2435","Cipro",2,"gene44",1.443439359
"2436","Cipro",3,"gene44",-1.834037802
"2437","Levo",-3,"gene44",-0.362162757
"2438","Levo",-2,"gene44",0.714863827
"2439","Levo",-1,"gene44",0.94023867
"2440","Levo",0,"gene44",0.13166248
"2441","Levo",1,"gene44",-2.150293112
"2442","Levo",2,"gene44",-2.171718587
"2443","Levo",3,"gene44",-3.961777163
"2444","PAS",-3,"gene44",0.563191732
"2445","PAS",-2,"gene44",1.22312378
"2446","PAS",-1,"gene44",0.958890465
"2447","PAS",0,"gene44",1.20080278
"2448","PAS",1,"gene44",1.506601441
"2449","PAS",2,"gene44",1.599543252
"2450","PAS",3,"gene44",0.473836263
"2451","Line",-3,"gene44",-0.832171939
"2452","Line",-2,"gene44",-1.846314071
"2453","Line",-1,"gene44",-1.739999654
"2454","Line",0,"gene44",-1.278949757
"2455","Line",1,"gene44",-2.239784024
"2456","Line",2,"gene44",-2.216315431
"2457","Line",3,"gene44",-1.670905445
"2458","Rif",-3,"gene44",-0.454657893
"2459","Rif",-2,"gene44",-0.242369294
"2460","Rif",-1,"gene44",-0.773560121
"2461","Rif",0,"gene44",-1.266549645
"2462","Rif",1,"gene44",-1.841123134
"2463","Rif",2,"gene44",-2.048596803
"2464","Rif",3,"gene44",-3.102419503
"2465","Ethi",-3,"gene45",-0.373194721
"2466","Ethi",-2,"gene45",-0.563655552
"2467","Ethi",-1,"gene45",0.346591639
"2468","Ethi",0,"gene45",0.022068924
"2469","Ethi",1,"gene45",-0.068491946
"2470","Ethi",2,"gene45",-0.595018009
"2471","Ethi",3,"gene45",-1.448922047
"2472","KasA",-3,"gene45",-0.460358072
"2473","KasA",-2,"gene45",-0.019711327
"2474","KasA",-1,"gene45",-0.56349761
"2475","KasA",0,"gene45",-1.117154811
"2476","KasA",1,"gene45",-0.932050931
"2477","KasA",2,"gene45",-1.389365029
"2478","KasA",3,"gene45",-3.360592194
"2479","Etha",-3,"gene45",0.458588841
"2480","Etha",-2,"gene45",0.703604739
"2481","Etha",-1,"gene45",2.071749442
"2482","Etha",0,"gene45",2.356119675
"2483","Etha",1,"gene45",0.037732123
"2484","Etha",2,"gene45",-1.027759987
"2485","Etha",3,"gene45",-0.731569454
"2486","Cipro",-3,"gene45",0.222730434
"2487","Cipro",-2,"gene45",0.695224295
"2488","Cipro",-1,"gene45",0.846264914
"2489","Cipro",0,"gene45",1.44947774
"2490","Cipro",1,"gene45",1.793427765
"2491","Cipro",2,"gene45",3.547494714
"2492","Cipro",3,"gene45",-0.688617019
"2493","Levo",-3,"gene45",0.09193606
"2494","Levo",-2,"gene45",1.125540697
"2495","Levo",-1,"gene45",1.242055636
"2496","Levo",0,"gene45",1.229252046
"2497","Levo",1,"gene45",-1.057637943
"2498","Levo",2,"gene45",-1.243351274
"2499","Levo",3,"gene45",-3.685597849
"2500","PAS",-3,"gene45",0.531481576
"2501","PAS",-2,"gene45",0.882228231
"2502","PAS",-1,"gene45",0.525482836
"2503","PAS",0,"gene45",0.886476193
"2504","PAS",1,"gene45",1.50357357
"2505","PAS",2,"gene45",2.153867617
"2506","PAS",3,"gene45",0.9999324
"2507","Line",-3,"gene45",-0.905401196
"2508","Line",-2,"gene45",-2.088333104
"2509","Line",-1,"gene45",-1.826699276
"2510","Line",0,"gene45",-1.102602405
"2511","Line",1,"gene45",-1.941659455
"2512","Line",2,"gene45",-2.119362173
"2513","Line",3,"gene45",-1.773542116
"2514","Rif",-3,"gene45",0.257457739
"2515","Rif",-2,"gene45",0.591399753
"2516","Rif",-1,"gene45",0.094404617
"2517","Rif",0,"gene45",-0.101524084
"2518","Rif",1,"gene45",-0.949723738
"2519","Rif",2,"gene45",-1.651561283
"2520","Rif",3,"gene45",-2.870385223
"2521","Ethi",-3,"gene46",-0.212923528
"2522","Ethi",-2,"gene46",-0.548256931
"2523","Ethi",-1,"gene46",0.475727121
"2524","Ethi",0,"gene46",0.067203535
"2525","Ethi",1,"gene46",-0.196098905
"2526","Ethi",2,"gene46",-1.631414869
"2527","Ethi",3,"gene46",-1.200932059
"2528","KasA",-3,"gene46",-0.09883956
"2529","KasA",-2,"gene46",0.259917115
"2530","KasA",-1,"gene46",-0.23011392
"2531","KasA",0,"gene46",-0.871028951
"2532","KasA",1,"gene46",-1.212838651
"2533","KasA",2,"gene46",-2.037526011
"2534","KasA",3,"gene46",-3.044881599
"2535","Etha",-3,"gene46",0.307112562
"2536","Etha",-2,"gene46",0.227672612
"2537","Etha",-1,"gene46",0.87776626
"2538","Etha",0,"gene46",0.462337416
"2539","Etha",1,"gene46",-0.365912212
"2540","Etha",2,"gene46",-1.168272224
"2541","Etha",3,"gene46",NA
"2542","Cipro",-3,"gene46",0.224129693
"2543","Cipro",-2,"gene46",0.744853338
"2544","Cipro",-1,"gene46",0.848693876
"2545","Cipro",0,"gene46",1.219918631
"2546","Cipro",1,"gene46",1.130694709
"2547","Cipro",2,"gene46",1.118486881
"2548","Cipro",3,"gene46",-2.482236199
"2549","Levo",-3,"gene46",-0.477086244
"2550","Levo",-2,"gene46",0.717976008
"2551","Levo",-1,"gene46",0.773690564
"2552","Levo",0,"gene46",0.055213854
"2553","Levo",1,"gene46",-2.930214636
"2554","Levo",2,"gene46",-2.35682917
"2555","Levo",3,"gene46",-4.128393425
"2556","PAS",-3,"gene46",0.6236653
"2557","PAS",-2,"gene46",1.14058104
"2558","PAS",-1,"gene46",0.693720816
"2559","PAS",0,"gene46",0.685176618
"2560","PAS",1,"gene46",0.78234794
"2561","PAS",2,"gene46",1.001116781
"2562","PAS",3,"gene46",0.091968465
"2563","Line",-3,"gene46",-0.942639869
"2564","Line",-2,"gene46",-1.913652084
"2565","Line",-1,"gene46",-2.025124594
"2566","Line",0,"gene46",-1.431523175
"2567","Line",1,"gene46",-2.183640995
"2568","Line",2,"gene46",-2.12344229
"2569","Line",3,"gene46",-1.914153455
"2570","Rif",-3,"gene46",-0.268964406
"2571","Rif",-2,"gene46",-0.073733187
"2572","Rif",-1,"gene46",-0.570243271
"2573","Rif",0,"gene46",-1.589092956
"2574","Rif",1,"gene46",-1.845237893
"2575","Rif",2,"gene46",-2.269684853
"2576","Rif",3,"gene46",-3.17351603
"2577","Ethi",-3,"gene47",-0.443762061
"2578","Ethi",-2,"gene47",-0.692240967
"2579","Ethi",-1,"gene47",0.45767821
"2580","Ethi",0,"gene47",-0.161080081
"2581","Ethi",1,"gene47",-0.50372739
"2582","Ethi",2,"gene47",-2.350601848
"2583","Ethi",3,"gene47",-2.128536087
"2584","KasA",-3,"gene47",-0.551942329
"2585","KasA",-2,"gene47",-0.142190633
"2586","KasA",-1,"gene47",-0.949671384
"2587","KasA",0,"gene47",-1.589669503
"2588","KasA",1,"gene47",-1.994241442
"2589","KasA",2,"gene47",-2.258342711
"2590","KasA",3,"gene47",-4.119826187
"2591","Etha",-3,"gene47",0.407771903
"2592","Etha",-2,"gene47",0.353489746
"2593","Etha",-1,"gene47",1.367334978
"2594","Etha",0,"gene47",1.736605828
"2595","Etha",1,"gene47",-0.493298658
"2596","Etha",2,"gene47",-1.520449492
"2597","Etha",3,"gene47",-1.435352481
"2598","Cipro",-3,"gene47",0.452487286
"2599","Cipro",-2,"gene47",0.967756398
"2600","Cipro",-1,"gene47",0.972542751
"2601","Cipro",0,"gene47",1.701683748
"2602","Cipro",1,"gene47",1.743412408
"2603","Cipro",2,"gene47",-0.430033806
"2604","Cipro",3,"gene47",-2.930671676
"2605","Levo",-3,"gene47",-0.453684505
"2606","Levo",-2,"gene47",0.873294185
"2607","Levo",-1,"gene47",1.060794553
"2608","Levo",0,"gene47",-0.978880224
"2609","Levo",1,"gene47",-3.939864423
"2610","Levo",2,"gene47",-2.587879094
"2611","Levo",3,"gene47",-4.520278223
"2612","PAS",-3,"gene47",0.207257805
"2613","PAS",-2,"gene47",0.266561387
"2614","PAS",-1,"gene47",-0.273362493
"2615","PAS",0,"gene47",-0.068897324
"2616","PAS",1,"gene47",0.232889068
"2617","PAS",2,"gene47",0.622712346
"2618","PAS",3,"gene47",-0.032840541
"2619","Line",-3,"gene47",-1.015535469
"2620","Line",-2,"gene47",-2.839650005
"2621","Line",-1,"gene47",-3.07302921
"2622","Line",0,"gene47",-2.174849983
"2623","Line",1,"gene47",-2.942120372
"2624","Line",2,"gene47",-2.645530663
"2625","Line",3,"gene47",-1.962757599
"2626","Rif",-3,"gene47",-0.751289539
"2627","Rif",-2,"gene47",-0.656927423
"2628","Rif",-1,"gene47",-1.167617516
"2629","Rif",0,"gene47",-2.382798086
"2630","Rif",1,"gene47",-2.793743078
"2631","Rif",2,"gene47",-2.838664435
"2632","Rif",3,"gene47",-3.981560098
"2633","Ethi",-3,"gene48",-0.410928425
"2634","Ethi",-2,"gene48",-0.600996634
"2635","Ethi",-1,"gene48",0.323244272
"2636","Ethi",0,"gene48",-0.059862738
"2637","Ethi",1,"gene48",-0.218745034
"2638","Ethi",2,"gene48",-0.970027613
"2639","Ethi",3,"gene48",-1.728656829
"2640","KasA",-3,"gene48",-0.156202627
"2641","KasA",-2,"gene48",0.213761807
"2642","KasA",-1,"gene48",-0.11955625
"2643","KasA",0,"gene48",-0.628434346
"2644","KasA",1,"gene48",-0.508206983
"2645","KasA",2,"gene48",-1.294188254
"2646","KasA",3,"gene48",-3.484814164
"2647","Etha",-3,"gene48",0.529401447
"2648","Etha",-2,"gene48",0.720694065
"2649","Etha",-1,"gene48",1.776210972
"2650","Etha",0,"gene48",1.201575926
"2651","Etha",1,"gene48",-0.289506617
"2652","Etha",2,"gene48",-1.389939954
"2653","Etha",3,"gene48",-1.02554189
"2654","Cipro",-3,"gene48",0.316550793
"2655","Cipro",-2,"gene48",0.837742404
"2656","Cipro",-1,"gene48",0.899512484
"2657","Cipro",0,"gene48",1.394389601
"2658","Cipro",1,"gene48",1.65099856
"2659","Cipro",2,"gene48",2.123873978
"2660","Cipro",3,"gene48",-1.912878961
"2661","Levo",-3,"gene48",-0.159527744
"2662","Levo",-2,"gene48",0.90507581
"2663","Levo",-1,"gene48",1.04427341
"2664","Levo",0,"gene48",0.474293872
"2665","Levo",1,"gene48",-2.778840609
"2666","Levo",2,"gene48",-2.135961902
"2667","Levo",3,"gene48",-4.587592138
"2668","PAS",-3,"gene48",0.530996737
"2669","PAS",-2,"gene48",1.021870075
"2670","PAS",-1,"gene48",0.857311583
"2671","PAS",0,"gene48",1.327255571
"2672","PAS",1,"gene48",2.028277758
"2673","PAS",2,"gene48",2.304476664
"2674","PAS",3,"gene48",0.78053609
"2675","Line",-3,"gene48",-0.884193215
"2676","Line",-2,"gene48",-1.926278893
"2677","Line",-1,"gene48",-1.733368313
"2678","Line",0,"gene48",-1.45994403
"2679","Line",1,"gene48",-2.425508116
"2680","Line",2,"gene48",-2.256528652
"2681","Line",3,"gene48",-1.681802693
"2682","Rif",-3,"gene48",0.016778112
"2683","Rif",-2,"gene48",0.426867804
"2684","Rif",-1,"gene48",-0.106473685
"2685","Rif",0,"gene48",-1.159237327
"2686","Rif",1,"gene48",-1.409170492
"2687","Rif",2,"gene48",-2.083060351
"2688","Rif",3,"gene48",-3.434744947
"2689","Ethi",-3,"gene49",-0.32773919
"2690","Ethi",-2,"gene49",-0.623578056
"2691","Ethi",-1,"gene49",0.355511289
"2692","Ethi",0,"gene49",-0.029720609
"2693","Ethi",1,"gene49",-0.08592127
"2694","Ethi",2,"gene49",-0.861751832
"2695","Ethi",3,"gene49",-1.548027023
"2696","KasA",-3,"gene49",-0.238259195
"2697","KasA",-2,"gene49",0.071845008
"2698","KasA",-1,"gene49",-0.36838625
"2699","KasA",0,"gene49",-0.941251294
"2700","KasA",1,"gene49",-0.912361374
"2701","KasA",2,"gene49",-1.563284512
"2702","KasA",3,"gene49",-3.663961532
"2703","Etha",-3,"gene49",0.476353686
"2704","Etha",-2,"gene49",0.524233977
"2705","Etha",-1,"gene49",1.65185359
"2706","Etha",0,"gene49",1.869720668
"2707","Etha",1,"gene49",-0.500375124
"2708","Etha",2,"gene49",-1.526577366
"2709","Etha",3,"gene49",-1.204507879
"2710","Cipro",-3,"gene49",0.250877305
"2711","Cipro",-2,"gene49",0.858562152
"2712","Cipro",-1,"gene49",0.917484446
"2713","Cipro",0,"gene49",1.35339451
"2714","Cipro",1,"gene49",1.580033881
"2715","Cipro",2,"gene49",2.644651273
"2716","Cipro",3,"gene49",-1.863746553
"2717","Levo",-3,"gene49",-0.081610115
"2718","Levo",-2,"gene49",0.887674442
"2719","Levo",-1,"gene49",1.076708267
"2720","Levo",0,"gene49",0.825718479
"2721","Levo",1,"gene49",-2.53572176
"2722","Levo",2,"gene49",-1.78814312
"2723","Levo",3,"gene49",-4.321928095
"2724","PAS",-3,"gene49",0.506570776
"2725","PAS",-2,"gene49",0.926328391
"2726","PAS",-1,"gene49",0.549460506
"2727","PAS",0,"gene49",0.809310656
"2728","PAS",1,"gene49",1.170885267
"2729","PAS",2,"gene49",1.663517924
"2730","PAS",3,"gene49",0.546913664
"2731","Line",-3,"gene49",-0.93016483
"2732","Line",-2,"gene49",-2.113810671
"2733","Line",-1,"gene49",-1.94329109
"2734","Line",0,"gene49",-1.520559702
"2735","Line",1,"gene49",-2.475199552
"2736","Line",2,"gene49",-2.407208374
"2737","Line",3,"gene49",-1.840372777
"2738","Rif",-3,"gene49",-0.046872478
"2739","Rif",-2,"gene49",0.304299507
"2740","Rif",-1,"gene49",-0.14726835
"2741","Rif",0,"gene49",-0.567566406
"2742","Rif",1,"gene49",-1.316658424
"2743","Rif",2,"gene49",-2.21109786
"2744","Rif",3,"gene49",-3.454707906
"2745","Ethi",-3,"gene50",-0.295129166
"2746","Ethi",-2,"gene50",-0.757197995
"2747","Ethi",-1,"gene50",0.400308904
"2748","Ethi",0,"gene50",0.106045991
"2749","Ethi",1,"gene50",-0.311505512
"2750","Ethi",2,"gene50",-1.90385247
"2751","Ethi",3,"gene50",-1.629036971
"2752","KasA",-3,"gene50",-0.313893235
"2753","KasA",-2,"gene50",0.132795101
"2754","KasA",-1,"gene50",-0.425761263
